station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,vis1_coeff,precip
ORD,CHICAGO O HARE,2015-10-03 15:00,52,39,18,68,0.078,0,
ATL,ATLANTA INTL ARPT,2015-10-03 15:00,62,56,9,34,0.093,0,
LAX,LOS ANGELES INTL,2015-10-03 15:00,69,60,5,90,0.156,0,
ORD,CHICAGO O HARE,2015-10-03 16:00,53,39,20,52,0.079,0,
ATL,ATLANTA INTL ARPT,2015-10-03 16:00,61,56,8,45,0.06,0,
LAX,LOS ANGELES INTL,2015-10-03 16:00,72,62,2,105,0.155,0,
DFW,DALLAS/FT WORTH,2015-10-03 16:00,67,48,4,181,0.074,0,
DEN,DENVER INTNL ARPT,2015-10-03 16:00,50,46,4,7,0.168,0,
ATL,ATLANTA INTL ARPT,2015-10-03 17:00,61,56,8,23,0.374,0,
LAX,LOS ANGELES INTL,2015-10-03 17:00,75,62,2,112,0.137,0,
DFW,DALLAS/FT WORTH,2015-10-03 17:00,72,48,4,118,0.079,0,
ORD,CHICAGO O HARE,2015-10-03 17:00,53,40,18,62,0.08,0,
DEN,DENVER INTNL ARPT,2015-10-03 17:00,52,45,4,57,0.136,0,
ATL,ATLANTA INTL ARPT,2015-10-03 18:00,62,57,11,22,0.404,0,
DFW,DALLAS/FT WORTH,2015-10-03 18:00,72,47,2,137,0.077,0,
ORD,CHICAGO O HARE,2015-10-03 18:00,53,41,18,61,0.084,0,
DEN,DENVER INTNL ARPT,2015-10-03 18:00,57,47,6,69,0.121,0,
LAX,LOS ANGELES INTL,2015-10-03 18:00,77,60,2,209,0.129,0,
DEN,DENVER INTNL ARPT,2015-10-03 19:00,61,45,5,102,0.111,0,
LAX,LOS ANGELES INTL,2015-10-03 19:00,78,65,7,240,0.151,0,
ORD,CHICAGO O HARE,2015-10-03 19:00,53,41,15,54,0.085,0,
ATL,ATLANTA INTL ARPT,2015-10-03 19:00,63,57,10,30,0.15,0,
DFW,DALLAS/FT WORTH,2015-10-03 19:00,76,46,6,32,0.062,0,
ATL,ATLANTA INTL ARPT,2015-10-03 20:00,64,58,8,52,0.058,0,
DFW,DALLAS/FT WORTH,2015-10-03 20:00,77,44,8,40,0.067,0,
DEN,DENVER INTNL ARPT,2015-10-03 20:00,67,45,10,81,0.096,0,
LAX,LOS ANGELES INTL,2015-10-03 20:00,80,64,11,258,0.139,0,
ORD,CHICAGO O HARE,2015-10-03 20:00,53,40,19,53,0.082,0,
ORD,CHICAGO O HARE,2015-10-03 21:00,51,43,16,61,0.086,0,
ATL,ATLANTA INTL ARPT,2015-10-03 21:00,64,58,9,27,0.077,0,
DFW,DALLAS/FT WORTH,2015-10-03 21:00,78,46,7,2,0.056,0,
LAX,LOS ANGELES INTL,2015-10-03 21:00,78,64,11,240,0.153,0,
DEN,DENVER INTNL ARPT,2015-10-03 21:00,66,45,4,50,0.108,0,
DEN,DENVER INTNL ARPT,2015-10-03 22:00,66,46,9,51,0.088,0,
LAX,LOS ANGELES INTL,2015-10-03 22:00,77,65,12,228,0.175,0,
ATL,ATLANTA INTL ARPT,2015-10-03 22:00,64,58,10,40,0.065,0,
ORD,CHICAGO O HARE,2015-10-03 22:00,49,46,15,56,0.895,0,
DFW,DALLAS/FT WORTH,2015-10-03 22:00,79,46,8,16,0.055,0,
LAX,LOS ANGELES INTL,2015-10-03 23:00,74,65,13,250,0.164,0,
ORD,CHICAGO O HARE,2015-10-03 23:00,48,46,13,57,0.843,0,
DEN,DENVER INTNL ARPT,2015-10-03 23:00,65,47,8,33,0.088,0,
ATL,ATLANTA INTL ARPT,2015-10-03 23:00,62,58,6,62,0.2,0,
DFW,DALLAS/FT WORTH,2015-10-03 23:00,78,44,11,2,0.063,0,
DEN,DENVER INTNL ARPT,2015-10-04 00:00,58,48,16,27,0.097,0,
ATL,ATLANTA INTL ARPT,2015-10-04 00:00,62,58,7,337,0.11,0,
ORD,CHICAGO O HARE,2015-10-04 00:00,48,46,14,61,0.82,0,
LAX,LOS ANGELES INTL,2015-10-04 00:00,73,65,9,243,0.178,0,
DFW,DALLAS/FT WORTH,2015-10-04 00:00,75,45,11,15,0.056,0,
DFW,DALLAS/FT WORTH,2015-10-04 01:00,73,46,10,35,0.054,0,
ORD,CHICAGO O HARE,2015-10-04 01:00,49,45,15,63,0.119,0,
LAX,LOS ANGELES INTL,2015-10-04 01:00,71,64,7,256,0.179,0,
ATL,ATLANTA INTL ARPT,2015-10-04 01:00,61,59,8,335,0.433,0,
DEN,DENVER INTNL ARPT,2015-10-04 01:00,55,47,11,30,0.116,0,
DFW,DALLAS/FT WORTH,2015-10-04 02:00,71,47,7,27,0.059,0,
ORD,CHICAGO O HARE,2015-10-04 02:00,50,45,14,68,0.086,0,
ATL,ATLANTA INTL ARPT,2015-10-04 02:00,62,59,6,351,0.061,0,
LAX,LOS ANGELES INTL,2015-10-04 02:00,71,64,7,264,0.175,0,
DEN,DENVER INTNL ARPT,2015-10-04 02:00,57,45,19,115,0.095,0,
ATL,ATLANTA INTL ARPT,2015-10-04 03:00,62,59,6,333,0.129,0,
ORD,CHICAGO O HARE,2015-10-04 03:00,50,44,13,70,0.082,0,
DEN,DENVER INTNL ARPT,2015-10-04 03:00,54,47,12,225,0.113,0,
DFW,DALLAS/FT WORTH,2015-10-04 03:00,70,49,9,47,0.058,0,
LAX,LOS ANGELES INTL,2015-10-04 03:00,71,64,5,212,0.18,0,
ORD,CHICAGO O HARE,2015-10-04 04:00,49,44,15,63,0.083,0,
ATL,ATLANTA INTL ARPT,2015-10-04 04:00,62,60,6,315,0.285,0,
LAX,LOS ANGELES INTL,2015-10-04 04:00,71,64,2,192,0.176,0,
DFW,DALLAS/FT WORTH,2015-10-04 04:00,66,49,6,59,0.059,0,
DEN,DENVER INTNL ARPT,2015-10-04 04:00,51,46,6,310,0.109,0,
ORD,CHICAGO O HARE,2015-10-04 05:00,50,45,16,67,0.086,0,
DFW,DALLAS/FT WORTH,2015-10-04 05:00,65,48,6,53,0.061,0,
DEN,DENVER INTNL ARPT,2015-10-04 05:00,47,44,6,63,0.189,0,
LAX,LOS ANGELES INTL,2015-10-04 05:00,71,64,5,198,0.177,0,
ATL,ATLANTA INTL ARPT,2015-10-04 05:00,62,59,5,325,0.116,0,
ORD,CHICAGO O HARE,2015-10-04 06:00,50,45,12,66,0.088,0,
DEN,DENVER INTNL ARPT,2015-10-04 06:00,49,46,5,43,0.167,0,
ATL,ATLANTA INTL ARPT,2015-10-04 06:00,63,60,6,340,0.092,0,
LAX,LOS ANGELES INTL,2015-10-04 06:00,71,63,6,195,0.163,0,
DFW,DALLAS/FT WORTH,2015-10-04 06:00,65,49,6,35,0.063,0,
LAX,LOS ANGELES INTL,2015-10-04 07:00,71,62,3,160,0.146,0,
ATL,ATLANTA INTL ARPT,2015-10-04 07:00,64,61,11,24,0.401,0,
DFW,DALLAS/FT WORTH,2015-10-04 07:00,63,49,6,21,0.064,0,
ORD,CHICAGO O HARE,2015-10-04 07:00,50,45,13,75,0.097,0,
DEN,DENVER INTNL ARPT,2015-10-04 07:00,49,46,6,58,0.203,0,
ATL,ATLANTA INTL ARPT,2015-10-04 08:00,65,62,10,44,0.07,0,
DEN,DENVER INTNL ARPT,2015-10-04 08:00,50,46,4,43,0.182,0,
ORD,CHICAGO O HARE,2015-10-04 08:00,50,46,10,70,0.102,0,
LAX,LOS ANGELES INTL,2015-10-04 08:00,70,62,8,201,0.171,0,
DFW,DALLAS/FT WORTH,2015-10-04 08:00,62,49,5,7,0.064,0,
DFW,DALLAS/FT WORTH,2015-10-04 09:00,61,49,6,360,0.063,0,
DEN,DENVER INTNL ARPT,2015-10-04 09:00,50,45,1,245,0.196,0,
ORD,CHICAGO O HARE,2015-10-04 09:00,50,46,9,74,0.108,0,
ATL,ATLANTA INTL ARPT,2015-10-04 09:00,65,61,9,41,0.067,0,
LAX,LOS ANGELES INTL,2015-10-04 09:00,69,61,7,193,0.178,0,
LAX,LOS ANGELES INTL,2015-10-04 10:00,69,60,9,199,0.177,0,
DFW,DALLAS/FT WORTH,2015-10-04 10:00,60,49,7,18,0.066,0,
ORD,CHICAGO O HARE,2015-10-04 10:00,50,46,7,42,0.108,0,
ATL,ATLANTA INTL ARPT,2015-10-04 10:00,66,61,5,47,0.068,0,
DEN,DENVER INTNL ARPT,2015-10-04 10:00,49,45,9,323,0.205,0,
LAX,LOS ANGELES INTL,2015-10-04 11:00,68,59,7,193,0.157,0,
DEN,DENVER INTNL ARPT,2015-10-04 11:00,50,46,6,316,0.191,0,
DFW,DALLAS/FT WORTH,2015-10-04 11:00,59,49,7,15,0.068,0,
ATL,ATLANTA INTL ARPT,2015-10-04 11:00,66,61,9,351,0.066,0,
ORD,CHICAGO O HARE,2015-10-04 11:00,50,47,8,39,0.108,0,
ATL,ATLANTA INTL ARPT,2015-10-04 12:00,66,61,10,30,1.394,0,
LAX,LOS ANGELES INTL,2015-10-04 12:00,66,58,16,208,0.186,0,
ORD,CHICAGO O HARE,2015-10-04 12:00,51,47,7,54,0.11,0,
DEN,DENVER INTNL ARPT,2015-10-04 12:00,49,46,6,329,0.216,0,
DFW,DALLAS/FT WORTH,2015-10-04 12:00,57,49,5,31,0.075,0,
LAX,LOS ANGELES INTL,2015-10-04 13:00,63,60,11,247,0.216,0,
DFW,DALLAS/FT WORTH,2015-10-04 13:00,59,51,4,77,0.086,0,
ORD,CHICAGO O HARE,2015-10-04 13:00,51,48,8,50,0.107,0,
ATL,ATLANTA INTL ARPT,2015-10-04 13:00,66,62,14,38,0.196,0,
DEN,DENVER INTNL ARPT,2015-10-04 13:00,49,45,3,357,0.224,0,
ATL,ATLANTA INTL ARPT,2015-10-04 14:00,67,62,8,21,0.063,0,
DEN,DENVER INTNL ARPT,2015-10-04 14:00,50,46,4,356,0.223,0,
DFW,DALLAS/FT WORTH,2015-10-04 14:00,63,51,5,97,0.081,0,
LAX,LOS ANGELES INTL,2015-10-04 14:00,64,57,10,247,0.174,0,
ORD,CHICAGO O HARE,2015-10-04 14:00,53,48,9,52,0.097,0,
LAX,LOS ANGELES INTL,2015-10-04 15:00,65,54,10,243,0.143,0,
DFW,DALLAS/FT WORTH,2015-10-04 15:00,65,50,5,80,0.092,0,
DEN,DENVER INTNL ARPT,2015-10-04 15:00,50,45,2,306,0.205,0,
ATL,ATLANTA INTL ARPT,2015-10-04 15:00,67,60,13,50,0.054,0,
ORD,CHICAGO O HARE,2015-10-04 15:00,53,49,10,62,0.093,0,
DFW,DALLAS/FT WORTH,2015-10-04 16:00,68,50,2,127,0.07,0,
DEN,DENVER INTNL ARPT,2015-10-04 16:00,52,46,2,125,0.187,0,
ORD,CHICAGO O HARE,2015-10-04 16:00,54,49,10,38,0.095,0,
ATL,ATLANTA INTL ARPT,2015-10-04 16:00,68,60,14,46,0.054,0,
LAX,LOS ANGELES INTL,2015-10-04 16:00,66,53,9,260,0.134,0,
LAX,LOS ANGELES INTL,2015-10-04 17:00,67,52,9,258,0.126,0,
ATL,ATLANTA INTL ARPT,2015-10-04 17:00,68,59,12,43,0.054,0,
ORD,CHICAGO O HARE,2015-10-04 17:00,55,50,12,50,0.105,0,
DFW,DALLAS/FT WORTH,2015-10-04 17:00,70,49,2,305,0.067,0,
DEN,DENVER INTNL ARPT,2015-10-04 17:00,55,45,2,26,0.134,0,
DFW,DALLAS/FT WORTH,2015-10-04 18:00,75,50,7,37,0.075,0,
ATL,ATLANTA INTL ARPT,2015-10-04 18:00,70,59,12,38,0.061,0,
LAX,LOS ANGELES INTL,2015-10-04 18:00,67,53,10,241,0.118,0,
DEN,DENVER INTNL ARPT,2015-10-04 18:00,58,46,,,0.121,0,
ORD,CHICAGO O HARE,2015-10-04 18:00,57,50,11,44,0.098,0,
ATL,ATLANTA INTL ARPT,2015-10-04 19:00,70,60,9,35,0.052,0,
LAX,LOS ANGELES INTL,2015-10-04 19:00,68,53,8,259,0.11,0,
DFW,DALLAS/FT WORTH,2015-10-04 19:00,76,50,9,49,0.068,0,
DEN,DENVER INTNL ARPT,2015-10-04 19:00,60,45,5,66,0.117,0,
ORD,CHICAGO O HARE,2015-10-04 19:00,56,50,11,36,0.107,0,
ORD,CHICAGO O HARE,2015-10-04 20:00,56,50,10,37,0.122,0,
DEN,DENVER INTNL ARPT,2015-10-04 20:00,61,45,2,38,0.106,0,
LAX,LOS ANGELES INTL,2015-10-04 20:00,70,52,7,238,0.099,0,
ATL,ATLANTA INTL ARPT,2015-10-04 20:00,68,60,14,34,0.073,0,
DFW,DALLAS/FT WORTH,2015-10-04 20:00,78,49,11,360,0.067,0,
ORD,CHICAGO O HARE,2015-10-04 21:00,56,50,12,34,0.137,0,
DFW,DALLAS/FT WORTH,2015-10-04 21:00,78,49,6,335,0.066,0,
DEN,DENVER INTNL ARPT,2015-10-04 21:00,61,45,11,34,0.1,0,
ATL,ATLANTA INTL ARPT,2015-10-04 21:00,67,61,9,40,0.081,0,
LAX,LOS ANGELES INTL,2015-10-04 21:00,69,51,10,269,0.095,0,
DEN,DENVER INTNL ARPT,2015-10-04 22:00,63,45,13,22,0.093,0,
LAX,LOS ANGELES INTL,2015-10-04 22:00,70,51,11,245,0.103,0,
DFW,DALLAS/FT WORTH,2015-10-04 22:00,80,49,6,9,0.056,0,
ORD,CHICAGO O HARE,2015-10-04 22:00,56,51,11,27,0.13,0,
ATL,ATLANTA INTL ARPT,2015-10-04 22:00,66,62,11,44,0.397,0,
ORD,CHICAGO O HARE,2015-10-04 23:00,56,51,12,42,0.136,0,
DEN,DENVER INTNL ARPT,2015-10-04 23:00,60,45,11,2,0.1,0,
ATL,ATLANTA INTL ARPT,2015-10-04 23:00,67,62,12,38,0.162,0,
DFW,DALLAS/FT WORTH,2015-10-04 23:00,80,49,10,339,0.056,0,
LAX,LOS ANGELES INTL,2015-10-04 23:00,69,54,12,261,0.097,0,
ATL,ATLANTA INTL ARPT,2015-10-05 00:00,66,63,9,17,0.881,0,
DFW,DALLAS/FT WORTH,2015-10-05 00:00,77,49,8,346,0.057,0,
DEN,DENVER INTNL ARPT,2015-10-05 00:00,57,45,11,20,0.11,0,
LAX,LOS ANGELES INTL,2015-10-05 00:00,68,53,9,245,0.109,0,
ORD,CHICAGO O HARE,2015-10-05 00:00,56,51,11,45,0.137,0,
ATL,ATLANTA INTL ARPT,2015-10-05 01:00,67,63,10,10,0.375,0,
LAX,LOS ANGELES INTL,2015-10-05 01:00,67,53,4,248,0.12,0,
ORD,CHICAGO O HARE,2015-10-05 01:00,56,52,7,24,0.153,0,
DFW,DALLAS/FT WORTH,2015-10-05 01:00,73,50,6,357,0.058,0,
DEN,DENVER INTNL ARPT,2015-10-05 01:00,54,45,8,13,0.133,0,
DFW,DALLAS/FT WORTH,2015-10-05 02:00,71,52,7,27,0.065,0,
DEN,DENVER INTNL ARPT,2015-10-05 02:00,52,45,7,3,0.144,0,
ATL,ATLANTA INTL ARPT,2015-10-05 02:00,66,62,12,32,0.227,0,
ORD,CHICAGO O HARE,2015-10-05 02:00,57,53,8,33,0.157,0,
LAX,LOS ANGELES INTL,2015-10-05 02:00,67,53,4,266,0.126,0,
LAX,LOS ANGELES INTL,2015-10-05 03:00,66,54,3,180,0.12,0,
DEN,DENVER INTNL ARPT,2015-10-05 03:00,50,44,10,54,0.122,0,
ATL,ATLANTA INTL ARPT,2015-10-05 03:00,65,61,11,48,0.068,0,
DFW,DALLAS/FT WORTH,2015-10-05 03:00,71,52,8,36,0.055,0,
ORD,CHICAGO O HARE,2015-10-05 03:00,57,53,8,44,0.158,0,
LAX,LOS ANGELES INTL,2015-10-05 04:00,67,53,3,151,0.114,0,
ATL,ATLANTA INTL ARPT,2015-10-05 04:00,65,61,12,41,0.062,0,
DEN,DENVER INTNL ARPT,2015-10-05 04:00,48,44,3,94,0.175,0,
DFW,DALLAS/FT WORTH,2015-10-05 04:00,70,53,8,35,0.057,0,
ORD,CHICAGO O HARE,2015-10-05 04:00,57,53,10,66,0.171,0,
LAX,LOS ANGELES INTL,2015-10-05 05:00,67,55,5,8,0.124,0,
DEN,DENVER INTNL ARPT,2015-10-05 05:00,49,45,2,86,0.2,0,
DFW,DALLAS/FT WORTH,2015-10-05 05:00,69,53,6,26,0.061,0,
ORD,CHICAGO O HARE,2015-10-05 05:00,57,53,9,72,0.216,0,
ATL,ATLANTA INTL ARPT,2015-10-05 05:00,65,60,10,35,0.062,0,
ORD,CHICAGO O HARE,2015-10-05 06:00,56,53,8,67,0.244,0,
DEN,DENVER INTNL ARPT,2015-10-05 06:00,46,43,6,65,0.257,0,
LAX,LOS ANGELES INTL,2015-10-05 06:00,66,55,2,133,0.108,0,
DFW,DALLAS/FT WORTH,2015-10-05 06:00,68,52,7,29,0.062,0,
ATL,ATLANTA INTL ARPT,2015-10-05 06:00,66,60,12,48,0.059,0,
DEN,DENVER INTNL ARPT,2015-10-05 07:00,47,44,7,86,0.351,0,
ATL,ATLANTA INTL ARPT,2015-10-05 07:00,65,59,12,56,0.059,0,
DFW,DALLAS/FT WORTH,2015-10-05 07:00,66,52,4,28,0.067,0,
ORD,CHICAGO O HARE,2015-10-05 07:00,56,53,5,60,0.285,0,
LAX,LOS ANGELES INTL,2015-10-05 07:00,67,55,3,101,0.113,0,
LAX,LOS ANGELES INTL,2015-10-05 08:00,66,55,6,95,0.111,0,
DEN,DENVER INTNL ARPT,2015-10-05 08:00,47,45,4,125,0.52,0,
ORD,CHICAGO O HARE,2015-10-05 08:00,56,53,5,59,0.352,0,
ATL,ATLANTA INTL ARPT,2015-10-05 08:00,65,59,11,48,0.057,0,
DFW,DALLAS/FT WORTH,2015-10-05 08:00,67,52,4,357,0.065,0,
LAX,LOS ANGELES INTL,2015-10-05 09:00,63,57,7,118,0.098,0,
ATL,ATLANTA INTL ARPT,2015-10-05 09:00,65,58,10,40,0.056,0,
DEN,DENVER INTNL ARPT,2015-10-05 09:00,46,45,2,232,20.11,0,
DFW,DALLAS/FT WORTH,2015-10-05 09:00,66,52,6,16,0.065,0,
ORD,CHICAGO O HARE,2015-10-05 09:00,56,54,4,36,0.378,0,
DEN,DENVER INTNL ARPT,2015-10-05 10:00,45,44,3,254,23.65,0,
ATL,ATLANTA INTL ARPT,2015-10-05 10:00,65,57,12,25,0.058,0,
ORD,CHICAGO O HARE,2015-10-05 10:00,56,53,5,74,0.353,0,
DFW,DALLAS/FT WORTH,2015-10-05 10:00,66,52,6,2,0.067,0,
LAX,LOS ANGELES INTL,2015-10-05 10:00,64,57,6,100,0.098,0,
LAX,LOS ANGELES INTL,2015-10-05 11:00,63,58,8,100,0.108,0,
DFW,DALLAS/FT WORTH,2015-10-05 11:00,66,53,6,25,0.079,0,
ORD,CHICAGO O HARE,2015-10-05 11:00,55,53,4,52,0.41,0,
DEN,DENVER INTNL ARPT,2015-10-05 11:00,44,42,1,190,24.9,0,
ATL,ATLANTA INTL ARPT,2015-10-05 11:00,65,58,11,40,0.053,0,
ORD,CHICAGO O HARE,2015-10-05 12:00,56,54,5,49,0.411,0,
ATL,ATLANTA INTL ARPT,2015-10-05 12:00,65,58,14,60,0.054,0,
DFW,DALLAS/FT WORTH,2015-10-05 12:00,65,52,6,20,0.076,0,
LAX,LOS ANGELES INTL,2015-10-05 12:00,62,58,6,99,0.096,0,
DEN,DENVER INTNL ARPT,2015-10-05 12:00,40,39,2,159,17.6,0,
ORD,CHICAGO O HARE,2015-10-05 13:00,56,54,6,45,0.467,0,
ATL,ATLANTA INTL ARPT,2015-10-05 13:00,67,58,13,67,0.053,0,
DFW,DALLAS/FT WORTH,2015-10-05 13:00,65,53,6,11,0.082,0,
LAX,LOS ANGELES INTL,2015-10-05 13:00,63,57,6,44,0.099,0,
DEN,DENVER INTNL ARPT,2015-10-05 13:00,42,40,4,233,0.192,0,
DFW,DALLAS/FT WORTH,2015-10-05 14:00,66,53,7,27,0.088,0,
ORD,CHICAGO O HARE,2015-10-05 14:00,56,54,6,49,0.491,0,
DEN,DENVER INTNL ARPT,2015-10-05 14:00,48,46,3,189,0.365,0,
LAX,LOS ANGELES INTL,2015-10-05 14:00,63,57,2,95,0.123,0,
ATL,ATLANTA INTL ARPT,2015-10-05 14:00,66,59,10,59,0.063,0,
DFW,DALLAS/FT WORTH,2015-10-05 15:00,70,54,3,358,0.102,0,
DEN,DENVER INTNL ARPT,2015-10-05 15:00,55,47,1,261,0.17,0,
LAX,LOS ANGELES INTL,2015-10-05 15:00,66,57,5,42,0.118,0,
ATL,ATLANTA INTL ARPT,2015-10-05 15:00,69,60,12,51,0.053,0,
ORD,CHICAGO O HARE,2015-10-05 15:00,57,55,7,45,0.354,0,
ORD,CHICAGO O HARE,2015-10-05 16:00,57,55,7,74,0.389,0,
LAX,LOS ANGELES INTL,2015-10-05 16:00,67,56,5,94,0.103,0,
DEN,DENVER INTNL ARPT,2015-10-05 16:00,57,46,3,119,0.226,0,
ATL,ATLANTA INTL ARPT,2015-10-05 16:00,70,61,13,65,0.054,0,
DFW,DALLAS/FT WORTH,2015-10-05 16:00,74,54,2,276,0.092,0,
ATL,ATLANTA INTL ARPT,2015-10-05 17:00,71,62,10,60,0.058,0,
ORD,CHICAGO O HARE,2015-10-05 17:00,58,55,6,91,0.304,0,
DFW,DALLAS/FT WORTH,2015-10-05 17:00,73,54,1,246,0.101,0,
DEN,DENVER INTNL ARPT,2015-10-05 17:00,59,47,6,1,0.166,0,
LAX,LOS ANGELES INTL,2015-10-05 17:00,71,56,3,63,0.102,0,
DEN,DENVER INTNL ARPT,2015-10-05 18:00,62,47,9,360,0.159,0,
LAX,LOS ANGELES INTL,2015-10-05 18:00,70,55,2,180,0.1,0,
ATL,ATLANTA INTL ARPT,2015-10-05 18:00,71,62,13,75,0.231,0,
DFW,DALLAS/FT WORTH,2015-10-05 18:00,77,54,7,312,0.077,0,
ORD,CHICAGO O HARE,2015-10-05 18:00,59,55,7,42,0.246,0,
ORD,CHICAGO O HARE,2015-10-05 19:00,59,55,7,54,0.224,0,
DEN,DENVER INTNL ARPT,2015-10-05 19:00,65,47,7,44,0.121,0,
DFW,DALLAS/FT WORTH,2015-10-05 19:00,76,55,2,149,0.079,0,
ATL,ATLANTA INTL ARPT,2015-10-05 19:00,73,62,10,25,0.24,0,
LAX,LOS ANGELES INTL,2015-10-05 19:00,73,56,7,255,0.107,0,
ATL,ATLANTA INTL ARPT,2015-10-05 20:00,71,63,10,83,0.373,0,
LAX,LOS ANGELES INTL,2015-10-05 20:00,74,57,11,255,0.108,0,
ORD,CHICAGO O HARE,2015-10-05 20:00,60,55,5,22,0.166,0,
DEN,DENVER INTNL ARPT,2015-10-05 20:00,68,48,9,52,0.125,0,
DFW,DALLAS/FT WORTH,2015-10-05 20:00,80,55,8,330,0.075,0,
DEN,DENVER INTNL ARPT,2015-10-05 21:00,70,48,13,46,0.12,0,
DFW,DALLAS/FT WORTH,2015-10-05 21:00,81,54,11,344,0.07,0,
ORD,CHICAGO O HARE,2015-10-05 21:00,59,55,7,24,0.213,0,
ATL,ATLANTA INTL ARPT,2015-10-05 21:00,69,65,9,34,0.074,0,
LAX,LOS ANGELES INTL,2015-10-05 21:00,74,56,8,219,0.098,0,
ATL,ATLANTA INTL ARPT,2015-10-05 22:00,70,63,3,77,0.057,0,
DFW,DALLAS/FT WORTH,2015-10-05 22:00,79,52,10,7,0.073,0,
ORD,CHICAGO O HARE,2015-10-05 22:00,58,55,7,23,0.236,0,
LAX,LOS ANGELES INTL,2015-10-05 22:00,73,55,10,222,0.101,0,
DEN,DENVER INTNL ARPT,2015-10-05 22:00,71,49,14,19,0.125,0,
ATL,ATLANTA INTL ARPT,2015-10-05 23:00,70,63,4,22,0.079,0,
DFW,DALLAS/FT WORTH,2015-10-05 23:00,78,53,8,4,0.061,0,
DEN,DENVER INTNL ARPT,2015-10-05 23:00,68,49,12,9,0.156,0,
ORD,CHICAGO O HARE,2015-10-05 23:00,58,55,7,30,0.222,0,
LAX,LOS ANGELES INTL,2015-10-05 23:00,74,57,9,229,0.102,0,
LAX,LOS ANGELES INTL,2015-10-06 00:00,72,58,12,254,0.114,0,
ATL,ATLANTA INTL ARPT,2015-10-06 00:00,71,62,3,56,0.062,0,
DFW,DALLAS/FT WORTH,2015-10-06 00:00,75,50,11,347,0.059,0,
DEN,DENVER INTNL ARPT,2015-10-06 00:00,63,49,11,8,0.144,0,
ORD,CHICAGO O HARE,2015-10-06 00:00,58,54,7,22,0.231,0,
DFW,DALLAS/FT WORTH,2015-10-06 01:00,71,50,11,353,0.069,0,
ORD,CHICAGO O HARE,2015-10-06 01:00,58,54,6,40,0.265,0,
ATL,ATLANTA INTL ARPT,2015-10-06 01:00,68,63,6,109,0.066,0,
DEN,DENVER INTNL ARPT,2015-10-06 01:00,62,49,10,332,0.263,0,
LAX,LOS ANGELES INTL,2015-10-06 01:00,70,59,6,262,0.107,0,
ORD,CHICAGO O HARE,2015-10-06 02:00,58,55,5,21,0.374,0,
ATL,ATLANTA INTL ARPT,2015-10-06 02:00,67,63,7,77,0.069,0,
DFW,DALLAS/FT WORTH,2015-10-06 02:00,70,51,12,349,0.069,0,
LAX,LOS ANGELES INTL,2015-10-06 02:00,70,58,4,206,0.113,0,
DFW,DALLAS/FT WORTH,2015-10-06 03:00,68,51,7,356,0.067,0,
ORD,CHICAGO O HARE,2015-10-06 03:00,58,55,5,32,0.336,0,
DEN,DENVER INTNL ARPT,2015-10-06 03:00,57,49,9,35,0.121,0,
LAX,LOS ANGELES INTL,2015-10-06 03:00,70,59,4,282,0.116,0,
ATL,ATLANTA INTL ARPT,2015-10-06 03:00,67,62,8,66,0.065,0,
ORD,CHICAGO O HARE,2015-10-06 04:00,58,55,8,18,0.37,0,
LAX,LOS ANGELES INTL,2015-10-06 04:00,70,59,2,252,0.116,0,
DEN,DENVER INTNL ARPT,2015-10-06 04:00,55,49,5,56,0.152,0,
DFW,DALLAS/FT WORTH,2015-10-06 04:00,67,52,6,349,0.077,0,
ATL,ATLANTA INTL ARPT,2015-10-06 04:00,65,61,9,79,0.065,0,
ATL,ATLANTA INTL ARPT,2015-10-06 05:00,64,61,8,82,0.068,0,
LAX,LOS ANGELES INTL,2015-10-06 05:00,69,59,4,336,0.117,0,
ORD,CHICAGO O HARE,2015-10-06 05:00,57,55,3,360,0.359,0,
DFW,DALLAS/FT WORTH,2015-10-06 05:00,65,54,7,20,0.099,0,
DEN,DENVER INTNL ARPT,2015-10-06 05:00,53,48,2,116,0.189,0,
DFW,DALLAS/FT WORTH,2015-10-06 06:00,63,55,7,30,0.113,0,
ORD,CHICAGO O HARE,2015-10-06 06:00,57,55,4,347,0.341,0,
LAX,LOS ANGELES INTL,2015-10-06 06:00,68,60,2,57,0.133,0,
ATL,ATLANTA INTL ARPT,2015-10-06 06:00,64,59,8,52,0.069,0,
DEN,DENVER INTNL ARPT,2015-10-06 06:00,52,48,2,111,0.208,0,
DEN,DENVER INTNL ARPT,2015-10-06 07:00,50,46,4,12,0.231,0,
DFW,DALLAS/FT WORTH,2015-10-06 07:00,62,55,6,8,0.122,0,
ATL,ATLANTA INTL ARPT,2015-10-06 07:00,64,59,10,67,0.065,0,
ORD,CHICAGO O HARE,2015-10-06 07:00,57,55,4,9,0.326,0,
LAX,LOS ANGELES INTL,2015-10-06 07:00,67,60,3,88,0.133,0,
ORD,CHICAGO O HARE,2015-10-06 08:00,57,55,4,351,0.365,0,
ATL,ATLANTA INTL ARPT,2015-10-06 08:00,63,59,6,88,0.07,0,
DFW,DALLAS/FT WORTH,2015-10-06 08:00,61,55,6,22,0.141,0,
DEN,DENVER INTNL ARPT,2015-10-06 08:00,50,48,3,79,0.441,0,
LAX,LOS ANGELES INTL,2015-10-06 08:00,68,60,3,39,0.147,0,
